Country Name,Country Code,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2018","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2019","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2020","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2021","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)_2022",Political Stability and Absence of Violence/Terrorism: Estimate_2018,Political Stability and Absence of Violence/Terrorism: Estimate_2019,Political Stability and Absence of Violence/Terrorism: Estimate_2020,Political Stability and Absence of Violence/Terrorism: Estimate_2021,Political Stability and Absence of Violence/Terrorism: Estimate_2022,Rule of Law: Estimate_2018,Rule of Law: Estimate_2019,Rule of Law: Estimate_2020,Rule of Law: Estimate_2021,Rule of Law: Estimate_2022,"Internally displaced persons, total displaced by conflict and violence (number of people)_2018","Internally displaced persons, total displaced by conflict and violence (number of people)_2019","Internally displaced persons, total displaced by conflict and violence (number of people)_2020","Internally displaced persons, total displaced by conflict and violence (number of people)_2021","Internally displaced persons, total displaced by conflict and violence (number of people)_2022","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2018","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2019","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2020","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2021","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)_2022",Refugee population by country or territory of asylum_2018,Refugee population by country or territory of asylum_2019,Refugee population by country or territory of asylum_2020,Refugee population by country or territory of asylum_2021,Refugee population by country or territory of asylum_2022,Voice and Accountability: Estimate_2018,Voice and Accountability: Estimate_2019,Voice and Accountability: Estimate_2020,Voice and Accountability: Estimate_2021,Voice and Accountability: Estimate_2022,Control of Corruption: Estimate_2018,Control of Corruption: Estimate_2019,Control of Corruption: Estimate_2020,Control of Corruption: Estimate_2021,Control of Corruption: Estimate_2022,Losses due to theft and vandalism (% of annual sales for affected firms)_2018,Losses due to theft and vandalism (% of annual sales for affected firms)_2019,Losses due to theft and vandalism (% of annual sales for affected firms)_2020,Losses due to theft and vandalism (% of annual sales for affected firms)_2021,Losses due to theft and vandalism (% of annual sales for affected firms)_2022,Government Effectiveness: Estimate_2018,Government Effectiveness: Estimate_2019,Government Effectiveness: Estimate_2020,Government Effectiveness: Estimate_2021,Government Effectiveness: Estimate_2022,Proportion of seats held by women in national parliaments (%)_2018,Proportion of seats held by women in national parliaments (%)_2019,Proportion of seats held by women in national parliaments (%)_2020,Proportion of seats held by women in national parliaments (%)_2021,Proportion of seats held by women in national parliaments (%)_2022,Net migration_2018,Net migration_2019,Net migration_2020,Net migration_2021,Net migration_2022
Sao Tome and Principe,STP,54.628125,95.14347826086956,61.3,25.3,73.21666666666667,0.515797019,0.500569344,0.489546567,0.58509469,0.607801914,-0.713534415,-0.692302823,-0.705098152,-0.727748752,-0.61407131,12766.666666666666,6200.0,5966.666666666667,5756.666666666667,8000.0,16.619999999999997,,68.1,55.1,76.41111111111111,177.0,36499.75,35120.25,30723.75,30528.75,0.140056133,0.369770527,0.370207012,0.34246543,0.285293698,0.15306583,0.133266076,0.119538024,0.231900394,0.284455985,8.23846153846154,4.05,7.747368421052632,1.620754716981132,58.63529411764706,-0.783992767,-0.75429213,-0.713890076,-0.762018025,-0.843731463,14.54545455,14.54545455,23.63636364,23.63636364,14.54545455,-1758.0,-1718.0,0.0,-792.0,-600.0
Saudi Arabia,SAU,54.46875,95.49565217391304,61.3,25.3,72.30833333333334,-0.660840631,-0.623455822,-0.650508463,-0.59113127,-0.362989008,0.117317118,0.144550726,0.214917377,0.206341878,0.290623277,15383.333333333332,7300.0,7183.333333333334,7078.333333333334,8200.0,13.159999999999997,,68.1,55.1,75.57222222222222,263.0,315.0,330.0,333.0,454.0,-1.691343427,-1.659640193,-1.610377312,-1.601651192,-1.48996067,0.329810768,0.246477008,0.240839511,0.282737106,0.356948316,8.246153846153847,3.1333333333333333,8.01842105263158,1.6264150943396225,61.9,0.273761809,0.261315554,0.114084966,0.465890735,0.583050787,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,253245.0,241172.0,-1025295.0,-153883.0,28998.0
Senegal,SEN,54.309375,95.84782608695652,61.3,25.3,71.4,-0.107445858,0.03752597,-0.143128574,-0.179818049,-0.153299466,-0.223899484,-0.215916842,-0.319043964,-0.401197374,-0.262500226,18000.0,8400.0,8400.0,8400.0,8400.0,9.7,10.2,68.1,55.1,74.73333333333333,14359.0,14467.0,14361.0,14479.0,11802.0,0.221032724,0.234766543,0.239102781,0.188046068,0.164923653,-0.046840053,-0.00381422,-0.007385837,0.042111322,-0.028728109,8.253846153846155,2.216666666666667,8.289473684210526,1.6320754716981132,61.9,-0.32933712,-0.134347767,-0.061385848,0.021849401,-0.001249278,41.81818182,41.81818182,43.03030303,43.03030303,44.24242424,-19973.0,-19973.0,-10090.0,-10091.0,-19999.0
Serbia,SRB,54.150000000000006,96.2,61.3,25.3,70.49166666666666,0.005221334,-0.07809411,-0.170778826,-0.085266188,-0.172904298,-0.170304462,-0.143760264,-0.122738957,-0.114918962,-0.113290347,13000.0,7433.333333333333,7433.333333333333,7433.333333333333,195000.0,10.681632653061223,18.43333333333333,68.1,55.1,73.89444444444445,30944.0,26427.0,26085.0,25644.0,26521.0,-0.014971706,-0.046880811,-0.120646119,-0.127867654,-0.099995345,-0.396321565,-0.449989259,-0.451218128,-0.458568871,-0.456187755,8.261538461538462,1.3,8.560526315789474,1.637735849056604,61.9,0.074625514,-0.01662726,-0.042799097,0.012669185,0.065668479,34.4,37.65182186,38.8,39.2,36.55462185,3346.0,489.0,243.0,243.0,-9999.0
Seychelles,SYC,53.990625,62.0,61.3,25.3,69.58333333333333,0.673826814,0.658694148,0.701772809,0.744613945,0.75640434,0.281118184,0.251167297,0.238317847,0.303267598,0.460202545,8000.0,6466.666666666667,6466.666666666667,6466.666666666667,99000.0,11.663265306122447,26.666666666666664,68.1,55.1,73.05555555555556,15767.5,13434.0,13213.5,12994.5,40529.4,0.192555249,0.312427968,0.484147757,0.631717503,0.597845078,0.860554039,1.17598176,1.388632894,1.600454926,1.698149085,8.26923076923077,1.42,8.83157894736842,1.6433962264150943,61.9,0.633342147,0.622597158,0.679121077,0.89958781,0.662167311,21.21212121,21.21212121,24.24242424,22.85714286,22.85714286,276.0,305.0,146.0,146.0,-200.0
Sierra Leone,SLE,53.83125,27.8,61.3,25.3,68.675,-0.088885598,-0.056958809,-0.302403092,-0.097025879,-0.089501671,-0.796907842,-0.804334581,-0.793761194,-0.839913309,-0.828648925,3000.0,5500.0,5500.0,5500.0,3000.0,12.644897959183671,34.9,68.1,55.1,72.21666666666667,591.0,441.0,342.0,345.0,54537.8,-0.182075322,-0.129995689,-0.092231989,-0.062518559,-0.142346099,-0.511336386,-0.471661597,-0.396271408,-0.45632562,-0.563655317,8.276923076923078,1.54,9.102631578947369,1.6490566037735848,61.9,-1.190941691,-1.174596667,-1.062866569,-1.150694966,-1.16025281,12.32876712,12.32876712,12.32876712,12.32876712,12.32876712,-2741.0,-2238.0,1292.0,-1544.0,-4000.0
Singapore,SGP,53.671875,28.886206896551723,61.3,25.3,67.76666666666667,1.468008995,1.480305552,1.438414216,1.442324996,1.45994246,1.802677035,1.837814331,1.835626006,1.820004106,1.779277682,443833.3333333333,445916.6666666667,499250.0,4600.0,2600.0,13.626530612244895,34.9,68.1,55.1,71.37777777777778,298.0,223.0,563.3333333333334,578.6666666666666,68546.2,-0.076766916,-0.206522793,-0.205266669,-0.140219897,-0.049447365,2.134553909,2.120105982,2.118317366,2.13980794,2.094723701,8.284615384615385,1.66,9.373684210526315,1.6547169811320754,61.9,2.23167038,2.231719255,2.284572601,2.250112772,2.144825935,23.0,23.0,29.47368421,29.80769231,29.12621359,35726.0,40624.0,21324.0,19321.0,26998.0
Sint Maarten (Dutch part),SXM,53.5125,29.97241379310345,61.3,25.3,66.85833333333333,1.1022605895,1.07379055,1.0361676515,1.0300657155,0.951688364,1.1376567185000002,1.1688067915,1.2449260055,1.2496886555,1.2009077665,884666.6666666666,886333.3333333334,993000.0,3700.0,2200.0,14.60816326530612,34.9,68.1,55.1,70.53888888888889,5.0,5.0,784.6666666666667,812.3333333333333,82554.6,0.3851532299999999,0.3274172095000001,0.3373351325,0.3823717089999999,0.418442216,1.1825601680000002,1.154190503,1.267257646,1.1756163985,1.154163785,8.292307692307693,1.7799999999999998,9.644736842105262,1.660377358490566,61.9,1.406587094,1.3907655475,1.393458426,1.370980233,1.261723712,21.5,21.5,26.07017544,26.237179490000003,25.22977346,640.0,540.0,475.0,212.0,0.0
Slovak Republic,SVK,53.353125000000006,31.05862068965517,61.3,25.3,65.95,0.736512184,0.667275548,0.633921087,0.617806435,0.443434268,0.472636402,0.499799252,0.654226005,0.679373205,0.622537851,1325500.0,1326750.0,1486750.0,2800.0,1800.0,15.589795918367344,34.9,68.1,55.1,69.7,938.0,965.0,1006.0,1046.0,96563.0,0.847073376,0.861357212,0.879936934,0.904963315,0.886331797,0.230566427,0.188275024,0.416197926,0.211424857,0.213603869,8.3,1.9,9.91578947368421,1.6660377358490566,61.9,0.581503808,0.54981184,0.502344251,0.491847694,0.378621489,20.0,20.0,22.66666667,22.66666667,21.33333333,3752.0,3378.0,1746.0,1746.0,425001.0
Slovenia,SVN,53.19375,32.144827586206894,61.3,25.3,65.04166666666666,0.894077659,0.801483512,0.701404274,0.755461395,0.706639647,1.024187922,1.084723592,1.038197994,1.002724767,0.972656548,1766333.3333333333,1767166.6666666667,1980500.0,1900.0,1400.0,16.57142857142857,34.9,68.1,55.1,68.86111111111111,746.0,741.0,823.0,839.0,8705.0,0.970075548,0.977437854,0.932308793,0.905274868,0.972445667,0.836427569,0.888942242,0.777626574,0.693418622,0.767380297,8.307692307692308,2.1,10.186842105263157,1.671698113207547,61.9,1.082303762,1.041916966,1.121516109,1.138621449,1.069066644,24.44444444,27.77777778,27.77777778,26.66666667,40.0,7559.0,7427.0,7681.0,4568.0,2000.0
Solomon Islands,SLB,53.034375,33.23103448275862,61.3,25.3,64.13333333333333,0.354402095,0.495676666,0.562479496,0.541670024,0.379514664,-0.20193398,-0.109286606,-0.037756845,-0.364999384,-0.241932362,2207166.6666666665,2207583.333333333,2474250.0,1000.0,1000.0,17.553061224489795,34.9,68.1,55.1,68.02222222222223,8742.0,9311.5,6021.5,7321.5,12364.0,0.369325042,0.491302669,0.450404793,0.408118784,0.321038097,-0.034334648,-0.050351936,0.069947504,-0.163580567,-0.184422299,8.315384615384616,2.1166666666666667,10.457894736842103,1.6773584905660377,61.9,-0.900794625,-0.881165802,-0.692087948,-0.833722711,-0.674787521,2.040816327,4.081632653,6.382978723,8.0,8.0,-1603.0,-1603.0,-808.0,-808.0,-1600.0
Somalia,SOM,52.875,34.317241379310346,61.3,25.3,63.225,-2.248987675,-2.386288404,-2.581385136,-2.727175713,-2.483434439,-2.298715591,-2.380809069,-2.313533545,-2.281856298,-2.286855459,2648000.0,2648000.0,2968000.0,2968000.0,3864000.0,18.53469387755102,34.9,68.1,55.1,67.18333333333334,16738.0,17882.0,11220.0,13804.0,16023.0,-1.846292853,-1.852409244,-1.836757302,-1.745333552,-1.734435916,-1.785416245,-1.723784328,-1.688518405,-1.795112491,-1.7924546,8.323076923076924,2.1333333333333333,10.728947368421052,1.6830188679245284,61.9,-2.211823225,-2.280888319,-2.131399393,-2.083893299,-2.026367903,24.36363636,24.36363636,24.36363636,24.36363636,19.7080292,40844.0,48055.0,-11383.0,-17071.0,-30000.0
South Africa,ZAF,52.715625,35.40344827586207,61.3,25.3,62.31666666666666,-0.237621993,-0.283249706,-0.252887934,-0.75098139,-0.72211808,-0.221448287,-0.183931217,-0.240638092,0.069079861,0.019737322,2258500.0,2000000.0,2202000.0,2168500.0,2669500.0,19.516326530612243,34.9,68.1,55.1,66.34444444444445,89285.0,78395.0,76729.0,75512.0,66596.0,0.637540758,0.64293468,0.688375115,0.770391166,0.707014203,-0.136328086,-0.031051725,-0.058959816,-0.034114234,-0.31976521,8.330769230769231,2.15,11.0,1.6886792452830188,61.9,0.103732906,0.127881005,0.045240555,-0.071012698,-0.125317961,42.7480916,46.34760705,46.75,46.58227848,46.5,27265.0,22728.0,30852.0,10934.0,58496.0
South Sudan,SSD,52.556250000000006,36.48965517241379,61.3,25.3,61.40833333333333,-2.434559584,-2.518343925,-2.191669941,-2.287201405,-2.210053921,-1.986111164,-2.008500814,-1.970399737,-2.070810795,-2.055449009,1869000.0,1352000.0,1436000.0,1369000.0,1475000.0,20.497959183673466,34.9,68.1,55.1,65.50555555555556,291838.0,298309.0,314438.0,333673.0,308369.0,-1.988602042,-1.987520456,-1.813698411,-1.722736359,-1.698617816,-1.742862582,-1.799885988,-1.936705828,-1.836816192,-1.85575521,8.338461538461539,2.166666666666667,9.96,1.6943396226415093,61.9,-2.32043457,-2.383670807,-2.316305876,-2.39656353,-2.38986516,28.45953003,28.45953003,28.45953003,32.36363636,32.36363636,-297041.0,2048.0,-74415.0,-31885.0,-30694.0
Spain,ESP,52.396875,37.57586206896552,61.3,25.3,60.5,0.275779158,0.292700946,0.411397874,0.509131908,0.265326977,0.978212118,0.990445971,0.862033606,0.843659341,0.799932122,953000.0,689500.0,731500.0,690500.0,743500.0,21.47959183673469,34.9,68.1,55.1,64.66666666666666,20437.0,57751.0,103624.0,122539.0,314490.0,1.029652596,1.036115289,1.004412174,1.000158072,1.013012767,0.612849295,0.666526735,0.71118027,0.715503156,0.685312092,8.346153846153847,2.1833333333333336,8.92,1.7,61.9,0.969287813,0.968881249,0.854268253,0.909273446,0.92075789,39.14285714,44.0,44.0,43.42857143,42.97994269,339064.0,458942.0,208791.0,275022.0,39998.0
Sri Lanka,LKA,52.2375,38.66206896551724,61.3,25.3,59.59166666666667,-0.139389724,-0.215569809,-0.089156918,-0.376803756,-0.785569847,-0.00040862,0.039557587,-0.007581946,0.017869212,-0.056925315,37000.0,27000.0,27000.0,12000.0,12000.0,22.46122448979592,34.9,68.1,55.1,63.827777777777776,796.0,1041.0,1008.0,907.0,504.0,-0.008067985,-0.089097887,-0.052087277,-0.074099243,-0.191544354,-0.352467418,-0.303825676,-0.33045432,-0.356352985,-0.383287221,8.353846153846154,2.2,7.88,2.007142857142857,61.9,-0.2565341,-0.124889262,-0.078914493,-0.114498667,-0.391204476,5.777777778,5.333333333,5.381165919,5.381165919,5.333333333,-97100.0,-94897.0,-92400.0,-92400.0,-77495.0
St. Kitts and Nevis,KNA,52.078125,39.748275862068965,61.3,25.3,58.68333333333334,0.677222848,0.700797915,0.929504931,0.949530005,0.943862259,0.519412875,0.436729878,0.483081073,0.45522669,0.502344728,444000.0,448400.0,476800.0,644600.0,720200.0,23.442857142857143,34.9,68.1,55.1,62.98888888888889,5.0,5.0,208864.0,221509.2,219828.8,0.863463044,0.815502346,0.813230157,0.773462951,0.764573812,0.410901546,0.345875949,0.339913368,0.406278491,0.389788479,8.361538461538462,2.216666666666667,6.84,2.314285714285714,61.9,0.498739511,0.490093946,0.632899344,0.361725926,0.392122597,13.33333333,13.33333333,25.0,25.0,31.25,-191.0,-191.0,-191.0,-90.0,20.0
St. Lucia,LCA,51.91875,40.83448275862069,61.3,25.3,57.775,0.993263125,0.906494319,0.864660144,0.831884623,0.869225919,0.631884336,0.589768767,0.660261154,0.604782999,0.661592185,851000.0,869800.0,926600.0,1277200.0,1428400.0,24.424489795918365,34.9,68.1,55.1,62.15,269573.75,263876.0,416720.0,442111.4,439153.6,0.851036549,0.898622811,0.873994708,0.855676949,0.844048798,0.560043097,0.55711174,0.539356709,0.557350099,0.57885313,8.36923076923077,2.2333333333333334,5.8,2.621428571428571,61.9,0.33040446,0.341672003,0.306824327,-0.120851927,-0.097093813,16.66666667,16.66666667,16.66666667,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0
St. Martin (French part),MAF,51.759375,41.92068965517241,61.3,25.3,56.86666666666667,0.9080914255,0.9222311075,0.948602617,0.9360241295,0.956512183,0.5381322205000001,0.5236219165,0.6282209155,0.592374951,0.6529644130000001,1258000.0,1291200.0,1376400.0,1909800.0,2136600.0,25.406122448979588,34.9,68.1,55.1,61.31111111111111,539142.5,527747.0,624576.0,662713.6000000001,658478.3999999999,0.8530284765,0.898342371,0.8908726275000001,0.862147063,0.8452834785000001,0.6518759135000001,0.658775538,0.668533832,0.665805161,0.6674785910000001,8.376923076923077,2.25,4.76,2.9285714285714284,61.9,0.33040446,0.341672003,0.306824327,0.0912537309999999,0.110443566,14.855072465,14.855072465,17.424242425000003,14.646464645,14.646464645,-1356.0,-949.0,-949.0,-948.0,0.0
St. Vincent and the Grenadines,VCT,51.6,43.00689655172414,61.3,25.3,55.958333333333336,0.822919726,0.937967896,1.03254509,1.040163636,1.043798447,0.444380105,0.457475066,0.596180677,0.579966903,0.644336641,1665000.0,1712600.0,1826200.0,2542400.0,2844800.0,26.387755102040813,34.9,68.1,55.1,60.47222222222222,808711.25,791618.0,832432.0,883315.8,877803.2,0.855020404,0.898061931,0.907750547,0.868617177,0.846518159,0.74370873,0.760439336,0.797710955,0.774260223,0.756104052,8.384615384615385,2.2666666666666666,3.72,3.2357142857142858,61.9,0.33040446,0.341672003,0.306824327,0.303359389,0.317980945,13.04347826,13.04347826,18.18181818,18.18181818,18.18181818,-807.0,-758.0,-379.0,-379.0,-200.0
Sudan,SDN,51.440625,44.09310344827586,61.3,25.3,55.05,-1.82177794,-1.696198225,-1.657063961,-1.987572193,-1.998894215,-1.138877034,-1.176162958,-1.088912487,-1.219706416,-1.264525056,2072000.0,2134000.0,2276000.0,3175000.0,3553000.0,27.36938775510204,34.9,68.1,55.1,59.63333333333333,1078280.0,1055489.0,1040288.0,1103918.0,1097128.0,-1.848860145,-1.652390122,-1.429252028,-1.45749557,-1.500513196,-1.456690907,-1.407844663,-1.42334497,-1.279220343,-1.397860169,8.392307692307693,2.283333333333333,2.68,3.5428571428571427,61.9,-1.628953099,-1.658643842,-1.540203929,-1.663201809,-1.705309153,30.51643192,22.20801364,23.796791445,23.796791445,23.796791445,74198.0,-29450.0,86.0,-15223.0,-9999.0
Suriname,SUR,51.28125,45.179310344827584,61.3,25.3,54.141666666666666,0.058161013,0.087626666,0.418793023,0.348301739,0.396292031,-0.088033684,-0.083830982,-0.132176608,-0.125704721,-0.127625868,3083750.0,3224250.0,3349000.0,4046750.0,4381000.0,28.35102040816326,34.9,68.1,55.1,58.79444444444445,41.0,44.0,19.0,29.0,25.0,0.296661526,0.363338143,0.415994406,0.370178372,0.367263019,-0.24039501,-0.419854432,-0.460872471,-0.418640316,-0.405177504,8.4,2.3,1.6400000000000006,3.85,61.9,-0.686438203,-0.626823604,-0.578497291,-0.680655122,-0.943955839,25.49019608,31.37254902,29.41176471,29.41176471,29.41176471,-862.0,203.0,-313.0,-492.0,-1000.0
Sweden,SWE,51.121875,46.26551724137931,61.3,25.3,53.23333333333333,0.92122525,1.011769652,0.99729985,1.014362812,0.902623057,1.783937216,1.791921258,1.766856194,1.70026207,1.690068483,4095500.0,4314500.0,4422000.0,4918500.0,5209000.0,29.332653061224487,34.9,68.1,55.1,57.95555555555556,248210.0,253787.0,248372.0,240854.0,277726.0,1.580299258,1.558851957,1.498141766,1.49325943,1.521039724,2.109263897,2.092034101,2.094612837,2.09889102,2.061658144,8.4,2.316666666666667,0.6,4.157142857142857,61.9,1.671129227,1.674098849,1.6703794,1.612470627,1.572977066,46.13180516,47.27793696,46.99140401,46.99140401,46.41833811,81492.0,81585.0,81066.0,80097.0,39998.0
Switzerland,CHE,50.9625,47.35172413793103,61.3,25.3,52.325,1.319249392,1.310838223,1.17615521,1.115222096,1.161139727,1.887877226,1.863118887,1.778294921,1.768213391,1.751806736,5107250.0,5404750.0,5495000.0,5790250.0,6037000.0,30.31428571428571,34.9,68.1,55.1,57.11666666666667,104011.0,110162.0,115798.0,118829.0,182474.0,1.591921687,1.494983554,1.535208821,1.541601181,1.615559578,1.969518185,1.945056438,2.045609951,1.959008932,2.009313822,8.4,2.333333333333333,0.6,4.4642857142857135,61.9,1.997008562,1.916304231,1.972509265,1.993037581,2.049948931,32.5,41.5,41.5,42.5,41.5,40899.0,43546.0,53786.0,23872.0,39998.0
Syrian Arab Republic,SYR,50.803125,48.43793103448276,61.3,25.3,51.41666666666667,-2.736278534,-2.730331182,-2.71175766,-2.65949297,-2.79725194,-2.054050684,-2.087435246,-2.087320328,-2.082003117,-2.069442272,6119000.0,6495000.0,6568000.0,6662000.0,6865000.0,31.295918367346932,34.9,68.1,55.1,56.27777777777778,578956.0,578525.0,584034.0,589542.0,593844.0,-1.968351245,-1.992729425,-1.930908203,-1.911936998,-1.893770814,-1.648082852,-1.707754374,-1.73549366,-1.798400283,-1.775999069,8.4,2.35,0.6,4.771428571428571,61.9,-1.702330589,-1.744866371,-1.753689885,-1.766160727,-1.752044916,13.2,13.2,11.2,11.2,11.2,513647.0,500572.0,270006.0,212187.0,734304.0
Tajikistan,TJK,50.64375,49.52413793103448,61.3,25.3,50.50833333333333,-0.747738957,-0.512072921,-0.500084043,-0.676817954,-0.694840014,-1.303210497,-1.253252268,-1.248422623,-1.206926942,-1.255800605,4093000.0,4343666.666666666,4392333.333333334,4455000.0,4590333.333333334,32.27755102040816,34.9,68.1,55.1,55.43888888888889,2654.0,3788.0,5578.0,10724.0,8608.0,-1.698658228,-1.795934081,-1.778478026,-1.701557755,-1.672766209,-1.428293705,-1.345553517,-1.344798326,-1.354080081,-1.434153557,8.4,2.3666666666666667,0.6,5.078571428571428,61.9,-1.163915634,-1.116714597,-0.75962162,-0.64694953,-0.756126046,19.04761905,19.04761905,23.80952381,23.80952381,26.98412698,-10135.0,-7192.0,-3564.0,-3564.0,-19999.0
Tanzania,TZA,50.484375,50.61034482758621,61.3,25.3,49.6,-0.580516219,-0.388441443,-0.480818123,-0.335592777,-0.265859962,-0.572451293,-0.573558688,-0.616245627,-0.556608737,-0.443158507,2067000.0,2192333.333333333,2216666.666666667,2248000.0,2315666.666666667,33.25918367346938,34.9,68.1,55.1,54.6,278322.0,242171.0,234645.0,207101.0,206229.0,-0.380436808,-0.519345462,-0.734542131,-0.717960656,-0.65902853,-0.47571075,-0.423007667,-0.408919662,-0.396900386,-0.341099858,8.4,2.3833333333333333,0.6,5.385714285714285,61.9,-0.779425085,-0.854677916,-0.738110244,-0.646397412,-0.426734716,37.17948718,36.8956743,36.71875,36.8556701,36.8556701,-56813.0,-64819.0,-15795.0,-4865.0,-39997.0
Thailand,THA,50.325,51.69655172413793,61.3,25.3,50.82352941176471,-0.799434543,-0.491420507,-0.578276575,-0.568726182,-0.383099318,-0.004077561,0.088566415,0.109724149,0.094890401,0.067307785,41000.0,41000.0,41000.0,41000.0,41000.0,34.240816326530606,34.9,68.1,55.1,54.6,102234.0,97556.0,96179.0,100510.0,94472.0,-1.017935634,-0.846735775,-0.810611665,-0.789982855,-0.622607708,-0.45801872,-0.471759528,-0.483637542,-0.478348255,-0.452194035,8.4,2.4,0.6,5.692857142857142,61.9,0.254473984,0.260645479,0.202014089,0.22119087,0.128285065,5.284552846,16.2,15.74642127,15.74642127,15.74642127,9304.0,3758.0,35526.0,1133.0,18999.0
Timor-Leste,TLS,50.165625,52.78275862068965,61.3,25.3,52.04705882352941,0.233176738,0.243016809,0.197355658,0.19231537,0.273400307,-1.138637781,-1.128437638,-1.196821332,-1.026326776,-0.88339597,217000.0,217333.3333333333,217333.3333333333,217333.3333333333,21650.0,35.22244897959183,34.9,68.1,55.1,54.6,57284.5,54760.0,53488.5,55596.5,51886.0,0.321847469,0.356362253,0.371070355,0.451938301,0.487551421,-0.505638003,-0.400570154,-0.339756817,-0.072438493,-0.265985161,8.4,2.4166666666666665,0.6,6.0,61.9,-0.936158121,-0.858102381,-0.75479573,-0.754948556,-0.767780125,33.84615385,38.46153846,38.46153846,38.46153846,40.0,-5352.0,-5265.0,-3506.0,-1997.0,-5000.0
Togo,TGO,50.00625,53.86896551724138,61.3,25.3,53.27058823529412,-0.88600421,-0.908243716,-0.890690088,-0.695711434,-0.711050153,-0.619138241,-0.591685474,-0.674063563,-0.586597383,-0.558834016,393000.0,393666.6666666667,393666.6666666667,393666.6666666667,2300.0,36.20408163265306,34.9,68.1,55.1,54.6,12335.0,11964.0,10798.0,10683.0,9300.0,-0.758381546,-0.730480671,-0.751222908,-0.796347439,-0.762097478,-0.749031723,-0.747289181,-0.731193364,-0.691679478,-0.649671555,8.4,2.4333333333333336,0.6,6.0,61.9,-1.093650937,-0.972789764,-0.730569243,-0.686524272,-0.642588735,17.58241758,16.48351648,18.68131868,18.68131868,18.68131868,-1997.0,-1997.0,-995.0,-995.0,-2000.0
Tonga,TON,49.846875,54.9551724137931,61.3,25.3,54.49411764705883,0.833516359,1.037786126,1.089008689,1.078965783,1.114246726,0.426162243,0.498170644,0.494029403,0.429098636,0.594402671,569000.0,570000.0,570000.0,570000.0,276475.0,37.18571428571428,34.9,68.1,55.1,54.6,6559.5,7136.0,6988.5,7127.0,6362.0,0.654241681,0.63628298,0.689669669,0.783069551,0.83951956,-0.070953578,-0.329820722,-0.344353855,-0.428654045,-0.420627415,8.4,2.45,0.6,6.0,61.9,0.191767976,0.205689505,0.275348663,0.303419292,-0.166477576,7.407407407,7.407407407,7.407407407,0.0,3.703703704,-2023.0,-1898.0,-948.0,-948.0,-800.0
Trinidad and Tobago,TTO,49.6875,56.04137931034482,61.3,25.3,55.71764705882353,0.230616614,0.081537127,0.110377036,0.239029333,0.357974648,-0.169320345,-0.1701781,-0.17109856,-0.157717898,-0.167874694,745000.0,746333.3333333334,746333.3333333334,746333.3333333334,550650.0,38.16734693877551,34.9,68.1,55.1,54.6,784.0,2308.0,3179.0,3571.0,3424.0,0.546445191,0.597126186,0.642406762,0.664211512,0.64661628,-0.379338741,-0.256702781,-0.160587028,-0.299970984,-0.379686356,8.4,2.466666666666667,0.6,6.0,61.9,0.206865147,0.088158503,0.174368307,0.154986903,-0.025120277,30.95238095,30.95238095,26.19047619,26.19047619,26.19047619,35502.0,-19248.0,2370.0,2632.0,-800.0
Tunisia,TUN,49.528125,57.12758620689655,61.3,25.3,56.94117647058824,-0.86821872,-0.877072871,-0.594331145,-0.756551445,-0.596295178,0.053447079,0.086751573,0.142935649,0.065718137,-0.085312277,921000.0,922666.6666666667,922666.6666666667,922666.6666666667,824825.0,39.148979591836735,34.9,68.1,55.1,54.6,1061.0,1732.0,2580.0,3186.0,3299.0,0.191849709,0.266048968,0.284374177,0.186393917,-0.183771133,-0.113984153,-0.140877202,-0.116653658,-0.263698995,-0.251350313,8.4,2.4833333333333334,0.6,6.0,61.9,-0.006283537,-0.03533287,-0.18861416,-0.210014835,-0.299408108,31.33640553,22.58064516,24.88479263,26.26728111,26.26728111,-21013.0,-19609.0,-9189.0,-9189.0,-4000.0
