Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
St. Martin (French part),MAF,100.0,31.3717292425,2550979.0,455567714285.7143,35.818749999999994,0.658775538,15.45,95.052394865,4.223086115,24.8,34.1,0.341672003,4.08,94.5,95.0,97.5,73.23415,0.726078642,21.93334506,1291200.0,8.036924625000001,79.983,86.74241420642856,2.25,87.30366448999999,5.55,1.7000000000000002,-949.0,35.470228195,92.19178581,2.4882857142857144,0.9222311075,60.63125,30.2,9.266666666666667,4.075,103.07660675,26.700000000000003,0.0,14.855072465000001,19.74396,2273.0,527747.0,0.2875219435,51.18,0.5236219165,25.347,47.407708334999995,4.45,92.929821,85.858025,599.1062835,35.85,13.857,0.898342371,41.92068965517241,34.9
St. Vincent and the Grenadines,VCT,100.0,36.12303264333333,1540490.0,378606285714.2857,39.949999999999996,0.760439336,13.9,95.13991451125,4.25543451,73.17948718,32.9,0.341672003,3.96,97.0,98.0,99.0,73.9683,0.913069725,18.10843138,1712600.0,8.351369417,72.835,84.90556553857142,2.2666666666666666,91.85029164,5.3,1.9,-758.0,28.08990097,90.6827507,2.938714285714286,0.937967896,64.85,33.3,10.3,3.3,113.2990036,27.6,0.0,13.04347826,19.74396,2510.0,791618.0,0.27475816,59.84,0.457475066,20.392,43.93125,1.0,79.74846,69.605111,317.174041,37.0,12.100999999999999,0.898061931,43.00689655172414,34.9
Sudan,SDN,57.6,40.87433604416667,530001.0,301644857142.8571,44.08125,-1.407844663,17.8,95.2274341575,4.57422638,9.920615632,31.700000000000003,-1.658643842,0.66,93.0,93.0,90.0,25.9,50.9940515,11.5529642335,2134000.0,11.6577944035,65.876,83.06871687071428,2.283333333333333,76.36493565,15.8,2.1,-29450.0,67.37359619,89.17371559,3.3891428571428572,-1.696198225,69.06875,49.4,16.8,11.3,97.029376985,11.5,0.0,22.20801364,19.74396,2747.0,1055489.0,-1.669680119,68.5,-1.176162958,15.437,39.16125,3.8,72.035443,62.641483,107176.5381,45.4,10.345,-1.652390122,44.09310344827586,34.9
Suriname,SUR,97.9,45.625639445,236601.0,224683428571.4286,48.2125,-0.419854432,93.5,95.31495380375,8.70230103,97.49057692,30.5,-0.626823604,2.72,77.0,77.0,64.0,62.0,26.389101237,4.997497087,3224250.0,14.96421939,72.242,81.23186820285714,2.3,135.5726544,7.1,2.3,203.0,17.35204697,87.66468048,3.839571428571429,0.087626666,73.2875,27.349999999999998,9.0,9.0,80.75975037,27.9,0.0,31.37254902,19.74396,6224.0,44.0,-0.701412082,34.25,-0.083830982,10.482,50.80291667,25.4,78.828563,66.266162,4358.760518,27.9,8.589,0.363338143,45.179310344827584,34.9
Sweden,SWE,100.0,50.37694284583333,50957868.6,147722000000.0,52.34374999999999,2.092034101,0.5,95.40247345,10.83,68.69906052,29.3,1.674098849,2.07,98.0,97.0,97.0,94.4934,1.784150974,1.081036703,4314500.0,8.798571285000001,83.1097561,79.39501953499999,2.316666666666667,125.5936109,3.0,2.5,81585.0,13.71,99.70292664,4.29,1.011769652,77.50625,5.3,1.2,2.5,98.95915985,13.1,0.0,47.27793696,19.74396,9701.0,253787.0,1.793261528,0.0,1.791921258,5.527,88.52416667,14.7,93.636601,90.56354,46792.36081,49.1,6.833,1.558851957,46.26551724137931,34.9
Switzerland,CHE,100.0,55.12824624666666,30339654.0,8128426689.0,56.474999999999994,1.945056438,2.3,95.00209392272727,11.06363678,32.03446856,34.0,1.916304231,4.59,96.0,69.0,95.0,93.1461,0.36288618,0.536406335,5404750.0,2.63292318,83.90487805,77.55817086714285,2.3333333333333335,126.9492891,2.5,0.3,43546.0,23.77205276,99.6212616,4.35,1.310838223,81.725,2.0,0.0,2.5,93.59322357,9.3,0.0,41.5,19.74396,3647.245487,110162.0,1.65198791,0.0,1.863118887,7.707,87.015,14.5,94.329486,90.810427,46475.84007,28.8,4.394,1.494983554,47.35172413793103,34.9
Syrian Arab Republic,SYR,89.2,59.8795496475,18456.64505,209768820016.75,60.606249999999996,-1.707754374,8.1,94.60171439545455,9.00681839,2.843108425,34.225,-1.744866371,1.26,54.0,54.0,65.0,34.65,1.3966843133333335,1.8713745476666666,6495000.0,13.0913152,71.822,75.72132219928571,2.35,88.23642913,9.1,0.275,500572.0,47.49602638,92.60372670666666,3.48675,-2.730331182,85.94375,20.099999999999998,8.133333333333333,23.6,83.59265518000001,23.0,0.0,13.2,19.74396,2133.6227435,578525.0,-1.77942121,42.6,-2.087435246,9.50025,26.45375,2.0,83.953894,69.617048,47606.12931,42.7,3.4745,-1.992729425,48.43793103448276,34.9
Tajikistan,TJK,99.4,64.63085304833334,539094.616,411409213344.5,64.7375,-1.345553517,17.5,94.20133486818182,6.95,3.046328986,34.45,-1.116714597,4.35,97.0,97.0,98.0,26.46365,2.430482446666667,3.2063427603333334,4343666.666666666,23.54970722,70.867,73.88447353142857,2.3666666666666667,117.7572718,9.0,0.25,-7192.0,71.22,85.58619181333333,2.6235,-0.512072921,90.1625,38.199999999999996,16.266666666666666,9.8,73.59208679,17.7,0.0,19.04761905,19.74396,620.0,3788.0,-1.061833382,75.8,-1.253252268,11.2935,55.76041667,4.3,79.631491,70.822878,17416.13084,67.3,2.555,-1.795934081,49.52413793103448,34.9
Tanzania,TZA,37.7,69.38215644916666,1498093.0,613049606672.25,68.86874999999999,-0.423007667,40.6,93.80095534090908,3.88136053,52.17204787,34.675,-0.854677916,0.61,89.0,89.0,88.0,18.2773,3.46428058,4.541310973,2192333.333333333,16.97083333,66.989,72.04762486357143,2.3833333333333333,79.64452642,30.2,0.225,-64819.0,21.91405106,78.56865692,1.76025,-0.388441443,94.38125,56.3,24.4,22.3,63.5915184,20.9,0.0,36.8956743,19.74396,785.2857142857142,242171.0,-0.668204069,91.5,-0.573558688,13.08675,58.07125,4.3,70.552882,62.99026,86307.75174,43.8,1.6355000000000004,-0.519345462,50.610344827586204,34.9
Thailand,THA,99.9,74.13345985,76344410.0,814690000000.0,73.0,-0.471759528,3.0,93.40057581363637,3.78911877,38.96924974,34.9,0.260645479,2.22,97.0,97.0,96.0,66.6524,0.706728601,3.64419076575,41000.0,4.084166667,78.975,70.21077619571429,2.4,181.7670258,11.8,0.2,3758.0,8.66959763,81.7428760525,0.897,-0.491420507,98.6,5.4,0.8,6.0,99.3010025,22.2,0.0,16.2,19.74396,950.5714285714286,97556.0,-0.021945093,9.2,0.088566415,14.88,76.11083333,8.8,88.58018,74.906925,432151.273,29.5,0.716,-0.846735775,51.69655172413793,34.9
Timor-Leste,TLS,90.6,69.179364525,38489019.5,212672593.8,58.43333333333333,-0.400570154,0.7,93.00019628636363,6.02679253,62.03765972,36.38333333333333,-0.858102381,1.4000000000000001,90.0,90.0,85.0,28.0046,0.95881274,2.7470705585,217333.33333333334,15.36218033,68.268,68.37392752785713,2.4166666666666665,111.3100361,20.4,0.25,-5265.0,10.48366928,84.917095185,0.776,0.243016809,98.3,33.300000000000004,9.0,23.8,102.625,10.5,0.0,38.46153846,19.74396,1115.857142857143,54760.0,-0.775254309,41.95,-1.128437638,12.639,51.04208333,3.7,74.513294,67.59123,6064.569923,17.3,1.376,0.356362253,52.78275862068965,34.9
Togo,TGO,52.5,64.2252692,633629.0,217782000000.0,43.86666666666666,-0.747289181,8.1,92.59981675909091,5.726192,22.28773672,37.86666666666667,-0.972789764,0.58,84.0,84.0,75.0,20.7273,0.67465277,1.84995035125,393666.6666666667,11.713978234999999,60.901,66.53707886,2.4333333333333336,75.68981987,42.4,0.3,-1997.0,66.20977783,88.09131431750001,0.076,-0.908243716,98.0,61.2,17.2,18.8,86.70201111,10.3,0.0,16.48351648,19.74396,1281.142857142857,11964.0,-0.744945109,74.7,-0.591685474,10.398,60.88041667,8.8,60.537427,56.811717,7932.191681,48.2,2.036,-0.730480671,53.86896551724138,34.9
Tonga,TON,98.4,59.271173875,1608612.0,134508663.1,29.3,-0.329820722,6.0,92.19943723181818,4.75078154,12.43055556,39.349999999999994,0.205689505,1.2399999999999998,99.0,99.0,99.0,61.78962999,1.179543348,0.952830144,570000.0,8.06577614,70.871,71.20724487333332,2.45,59.17428133,7.1,0.35,-1898.0,5.39891624,91.26553345,1.019,1.037786126,97.7,23.2,6.0,16.0,89.1830062875,21.2,0.0,7.407407407,19.74396,1446.4285714285713,7136.0,-0.319078892,52.66666666666667,0.498170644,12.5015,51.465208335,3.8,77.326593,66.275225,310.508827,27.5,2.7795,0.63628298,54.9551724137931,34.9
Trinidad and Tobago,TTO,100.0,54.317078550000005,2583595.0,114218005775.40001,34.4,-0.256702781,0.7,91.79905770454545,6.83128405,44.56335283,40.83333333333333,0.088158503,1.9,93.0,93.0,99.0,75.0,1.00054293,35.46157617,746333.3333333334,9.25,74.228,75.87741088666667,2.466666666666667,142.3545434,1.6,0.4,-19248.0,46.91285706,94.12873332000001,4.108,0.081537127,98.275,24.1,8.35,13.2,91.664001465,25.8,0.0,30.95238095,19.74396,1611.7142857142858,2308.0,-0.192311719,30.633333333333333,-0.1701781,14.605,42.05,8.7,82.243564,70.583245,28916.12791,40.5,3.523,0.597126186,56.04137931034482,34.9
Tunisia,TUN,100.0,49.36298322500001,4335325.0,228301502887.7,39.5,-0.140877202,2.9,91.39867817727273,6.02461243,4.51338826,42.31666666666666,-0.03533287,1.79,98.0,98.0,98.0,66.7,6.720075329,4.738859189,922666.6666666667,10.760244047142857,75.993,80.5475769,2.4833333333333334,122.5882901,3.1,0.44999999999999996,-19609.0,35.57650757,96.99193319,3.017,-0.877072871,98.85,25.0,10.7,2.5,94.14499664249999,13.6,0.0,22.58064516,19.74396,1777.0,1732.0,-0.385123879,8.6,0.086751573,26.788,64.0675,3.3,88.607225,78.844821,42600.15085,60.7,17.153,0.266048968,57.12758620689655,34.9
Turkiye,TUR,100.0,44.4088879,111131475.0,342385000000.0,44.6,-0.325625747,6.0,90.99829865,4.37,28.6687889,43.8,-0.020361032,2.84,99.0,99.0,97.0,73.9767,15.17682157,2.419692444,1099000.0,12.270488094285714,77.832,96.74221039,2.5,96.77676962,2.5,0.5,-218341.0,17.05,99.85513306,1.926,-1.3781358,99.425,34.62,13.239999999999998,2.5,96.62599182,20.0,0.0,17.44966443,19.74396,10378.0,3579531.0,-0.02041775,24.64,-0.347564906,26.02,84.63791667,2.4,91.051727,80.753156,491454.856,42.3,13.73,-0.834239602,58.21379310344827,34.9
Turkmenistan,TKM,99.9,44.477005274444444,2081424.32,1130256250000.0,49.7,-1.393570781,14.625,91.498739628,5.68183947,8.782159045,43.525,-1.017627716,4.13,99.0,99.0,99.0,56.986978773,12.099513186,1.6131282959999997,832250.0,13.780732141428572,69.002,96.91559346666666,2.7,97.45608452,5.7,13.425,-9612.0,77.00280762,94.15692139,2.064833333333333,-0.178149864,100.0,44.239999999999995,15.78,5.8,94.33980814666667,20.575,0.0,25.0,19.74396,12627.58,21.0,-2.029188871,40.68,-1.409512997,22.186,23.47083333,5.7,79.297771,63.529577,216205.9786,40.15,10.93825,-2.183922529,59.3,34.9
Turks and Caicos Islands,TCA,100.0,44.54512264888889,1394223.7133333334,1918127500000.0,51.93333333333334,-0.503362596,23.25,91.999180606,14.047556165,11.07368421,43.25,-0.7772216795,4.765,95.5,95.5,97.5,39.997257546,9.022204802000001,0.8065641479999999,565500.0,15.290976188571427,75.326,97.08897654333333,2.9,89.80142670500001,13.166666666666668,26.35,1358.0,38.65206966,88.45870972,2.2036666666666664,0.4967602864999999,98.36666666666666,53.86,18.32,14.7,92.05362447333333,21.15,0.0,15.625,19.74396,14877.16,5.0,-1.2162936775,56.72,-0.42391416449999997,18.352,38.17083333,5.333333333333333,87.3725,78.210672,108114.871033,38.0,8.1465,-0.49880415199999995,59.3,34.9
Tuvalu,TUV,99.7,44.61324002333333,707023.1066666667,2705998750000.0,54.16666666666667,0.386845589,31.875,92.499621584,22.41327286,33.33333333,42.975,-0.536815643,5.4,92.0,92.0,96.0,23.007536319000003,5.944896418000001,0.0,298750.0,16.801220235714286,64.278,97.26235962,3.1,82.14676889,20.633333333333336,39.275000000000006,-57.0,0.3013317,82.76049805,2.3425,1.171670437,96.73333333333333,63.48,20.86,23.6,89.7674408,21.725,0.0,6.25,19.74396,17126.74,679731.5,-0.403398484,72.75999999999999,0.561684668,14.517999999999999,52.870833329999996,4.966666666666667,69.134155,48.671358,23.763466,35.85,5.354750000000001,1.186314225,59.3,34.9
Uganda,UGA,41.3,44.68135739777778,19822.5,3493870000000.0,56.400000000000006,-1.176579237,40.5,93.000062562,3.79834843,11.86490126,42.7,-0.648771644,6.035,93.0,93.0,87.0,6.017815092,2.867588034,10.98510143,32000.0,18.311464282857145,62.991,97.43574269666667,3.3,59.12932943,28.1,52.2,107203.0,38.26028442,90.581878665,2.481333333333333,-0.694264531,95.1,73.1,23.4,32.5,89.410419465,22.3,0.0,34.8583878,19.74396,19376.32,1359458.0,-0.41451624,88.8,-0.344945699,10.684,67.57083333,4.6,64.337804,53.39508,38185.42024,33.7,2.563,-0.645076036,59.3,34.9
Ukraine,UKR,100.0,44.74947477222222,7604522.332,210073000000.0,58.63333333333333,-0.800242603,0.5,93.50050354,7.09,16.71384191,26.6,-0.334168434,6.67,80.0,76.0,93.0,70.1248,7.886717456,4.116613761,730000.0,19.82170833,71.82731707,97.60912577333333,3.5,130.6294363,2.3,1.4,-7812.0,51.12,98.40325928,2.6201666666666665,-1.428326726,94.4788198,19.9,2.5,3.6,89.05339813,10.2,0.0,20.51886792,19.74396,21625.9,2166.0,-0.216642439,4.2,-0.744596004,11.234666666666666,72.48416667,21.6,88.478151,66.567799,236094.6283,45.2,8.194,0.023167791,59.3,34.9
United Arab Emirates,ARE,100.0,44.81759214666667,93995208.09,22458812527.0,60.86666666666667,1.07211113,17.2,73.76706696,4.38618946,4.467755562,29.7,1.380316019,1.87,99.0,98.0,99.0,99.15,-1.931081148,0.694771853,681300.0,14.975305553333332,79.726,97.78250885,4.16,212.804439,0.8,1.3,-4466.0,12.75102711,99.11444091999999,2.759,0.667445123,93.8576396,11.899999999999999,1.6,3.4,118.8720093,0.0,0.0,50.0,19.74396,261.0,1242.0,0.96813792,0.0,0.80805707,11.785333333333334,59.66916667,6.4,92.063898,87.806343,248670.7959,15.9,2.331,-1.139809847,59.3,34.9
United Kingdom,GBR,100.0,44.88570952111111,142392528.0,133338000000.0,63.1,1.748772383,0.0,97.8219986,9.95761967,13.15256479,32.8,1.449907899,2.45,93.0,93.0,91.0,92.5166,1.738104601,1.150068018,632600.0,10.128902776666665,81.40487805,98.11178843333333,4.82,120.8484884,6.1,1.2,221179.0,16.61176109,99.82562256,2.942,0.52747041,93.2364594,3.9,0.7,2.5,98.81459045,16.6,0.0,32.0,19.74396,16295.0,133083.0,1.612857223,0.0,1.569445848,12.336,83.36833333,7.9,91.49701,87.25462,439332.0716,30.6,3.613,1.262765646,59.3,34.9
United States,USA,100.0,44.95382689555556,926737000.0,358612000000.0,65.33333333333333,1.180732846,1.0,90.42475891,16.66580582,33.86692641,41.5,1.453559041,2.75,94.0,91.0,90.0,89.4303,1.812210075,4.985946527,583900.0,5.2825,78.78780488,98.44106801666666,5.4799999999999995,106.4140195,2.3,1.1,1158444.0,11.30830574,90.55490875,3.518,0.117876664,92.61527919999999,8.2,0.8,2.5,100.4890518,20.7,0.0,23.43387471,19.74396,149488.6469,341715.0,1.33457458,0.4,1.42403543,10.409,88.92375,16.1,87.799779,79.977234,6039739.492,36.6,3.669,0.905322194,59.3,34.9
Uruguay,URY,99.9,45.02194427,465211096.0,175244000000.0,67.56666666666666,1.195403099,24.1,96.34745789,9.39027691,11.48440178,39.7,0.643163443,2.47,94.0,94.0,96.0,83.3515,7.881988709,11.49221279,535200.0,11.55718506,77.508,98.7703476,6.14,132.0241348,4.4,0.1,-2902.0,15.46145821,98.93932343,2.3979999999999997,1.028179169,91.99409899999999,14.0,2.1,2.5,100.90952680000001,23.6,0.08875,19.19191919,19.74396,1498.0,498.0,0.613631606,8.533333333333335,0.60366255,17.685,66.82541667,21.2,87.673209,77.616203,36560.93778,41.8,8.836,1.225199938,59.3,34.9
Uzbekistan,UZB,100.0,42.790029536999995,3685192.0,6553770000000.0,69.8,-1.046891451,2.2,98.016033175,5.43,8.316373665,36.0,-0.600062251,4.65,96.0,96.0,98.0,70.4,14.52573596,1.200838841,486500.0,23.60606748,71.344,99.99994659,6.8,101.2222235,2.9,9.999999999999998,-69397.0,57.68,99.70925903,1.278,-0.29666546,91.3729188,19.7,4.0,2.5,101.3300018,11.8,0.1775,16.0,19.74396,4735.0,13.0,-1.055322766,16.666666666666668,-1.081380248,26.0925,54.91,8.0,80.699872,68.953819,190208.9017,31.6,8.98,-1.652378082,59.3,34.9
Vanuatu,VUT,64.5,40.558114804,466865.0531,14279852752.0,72.03333333333333,-0.284158379,42.5,99.68460846,3.31453276,36.28383921,32.3,-0.517501175,2.79,90.0,90.0,80.0,50.7305,2.762520194,0.657020511,437800.0,10.04583333,69.877,98.58458709333333,6.9399999999999995,87.1273045,25.0,19.9,-403.0,8.07740307,84.76444244,0.158,1.00210762,90.7517386,23.3,2.4,10.8,95.08799744,0.0,0.26625,0.0,19.74396,3983.6666666666665,33881.0,-0.425862521,24.8,0.210106045,34.5,40.69166667,18.0,77.575293,67.831073,642.597571,8.5,5.445,0.638392389,59.3,34.9
"Venezuela, RB",VEN,99.8,38.326200071,1516839.0,11235713285.5,74.26666666666667,-1.527598858,211.8,99.68460846,2.18563724,52.45961113,34.55,-1.72234714,0.93,64.0,64.0,93.0,59.69605,2.7791719345,40.98484646,389100.0,8.876666665,72.161,97.16922759666667,7.08,63.77343008,5.2,22.7125,-976460.0,34.12151718,88.32509612749999,0.46657344700000003,-1.539181471,90.1305584,14.9,1.45,23.4,95.07276725999999,9.4,0.355,22.15568862,19.74396,3232.333333333333,67749.0,-2.38258338,14.2,-2.259727001,23.8685,43.865,2.1,83.607734,66.907071,258588.894,73.3,3.563,-1.430316448,59.3,34.9
Viet Nam,VNM,99.4,36.094285338,53227026.0,8191573819.0,76.5,-0.545818031,5.6,99.68460846,4.97407484,46.47684165,36.8,0.02798323,1.4595654005,89.0,89.0,95.0,68.6616,2.795823675,27.56085220566667,340400.0,7.7075,74.093,95.7538681,7.22,142.2374996,6.9,25.525,-4028.0,45.11730576,91.885749815,0.775146894,0.03891024,89.50937819999999,6.5,0.5,5.5,95.05753708,13.2,0.44375,26.72064777,19.74396,2481.0,818190.3333333334,-0.3752608,17.414459927499998,-0.050218094,13.237,65.95875,7.5,87.140526,71.804559,454889.6818,37.6,1.681,-1.405332088,59.3,34.9
Virgin Islands (U.S.),VIR,100.0,33.862370604999995,1520714717.6666667,5147434352.5,71.93929138,0.572474778,22.949999999999996,99.68460846,6.585870426333334,56.45714286,39.05,0.762488246,1.989130801,94.0,94.0,97.0,69.6421,2.1880035055,14.136857951333337,291700.0,6.819730356499999,79.66829268,96.56606292500001,7.36,79.34461349,10.738402716666668,28.3375,-458.0,36.06438672,95.4464035025,1.083720341,1.051399589,88.88819799999999,17.15,2.15,6.3999999999999995,95.0423069,14.1,0.5325,26.02596641,19.74396,2234.4,1568631.6666666667,1.221926212,20.628919855,1.026434422,22.941000000000003,68.194166665,8.054206490666667,90.996669,71.089708,16333132.0912,26.450000000000003,13.5105,-1.215973794,59.3,34.9
West Bank and Gaza,PSE,100.0,31.630455872,2988202409.3333335,2103294886.0,67.37858276,-0.354413301,40.3,99.68460846,8.197666012666668,1.684385382,41.3,-0.775189698,2.5186962015,99.0,99.0,99.0,70.6226,1.580183336,0.712863697,243000.0,5.931960713,75.241,97.37825775,7.5,86.32538513,14.576805433333334,31.15,-24737.0,27.01146768,99.00705719,1.392293788,-1.88934803,88.26701779999999,27.8,3.8,7.3,95.02707672,15.0,0.62125,25.33128505,19.74396,1987.8,2319073.0,0.001692488,23.8433797825,-0.504966557,32.645,70.42958333,8.608412981333332,86.508101,79.527347,32211374.5006,15.3,25.34,-1.0266155,59.3,34.9
World,WLD,90.19910003,29.398541139,4455690101.0,8846582119.333332,62.81787414,-1.0335232765,19.77539267,99.68460846,9.809461599,31.21375455,43.55,-1.5522811710000002,3.048261602,86.75216395,86.04460341,86.25732458,53.2,2.206073058,5.564134104,1939000.0,7.385196032,72.97902042,86.48960114,6.4,105.9,18.41520815,33.9625,0.0,17.95854864,83.62139893,1.700867235,-2.3301109075,87.6458376,26.6,10.5,8.2,87.48777771,16.01894737,0.71,24.63660369,19.74396,1741.2,26044498.0,-0.850487672,27.05783971,-1.147818655,32.61633333333334,53.600416665,9.162619472,81.9386455,73.34222776,48089616.91,40.38368421,5.864179884,-1.403351545,59.3,34.9
"Yemen, Rep.",YEM,72.8,27.166626406,2227853803.34482,15589869352.666666,62.81787414,-1.712633252,40.2,99.68460846,8.2813932945,1.039831809,45.8,-2.329372644,3.048261602,73.0,73.0,67.0,35.95,5.678194750499999,5.424434554666666,3635000.0,8.838431351,65.092,86.48960114,5.300000000000001,48.30300585,15.6,36.775,-39769.0,12.6054657,84.93765004666666,0.9699336175,-2.770873785,92.2729188,49.4,10.3,38.9,88.40257263333334,13.8,0.71,0.332225914,19.74396,1494.6,268503.0,-1.702667832,84.5,-1.790670753,32.587666666666664,36.77125,5.8,73.070303,58.778173,25926.56546,26.6,5.703089942,-1.78008759,59.3,34.9
Zambia,ZMB,43.0,24.934711673,17505.68964,22333156586.0,62.81787414,-0.673917532,34.0,99.68460846,6.75332499,60.53651515,48.05,-0.741947412,3.048261602,88.0,88.0,93.0,18.7,9.150316443,5.284735005333333,3635000.0,10.29166667,62.793,86.48960114,4.2,93.68966322,35.8,39.5875,18019.0,7.25238276,86.25390116333334,0.239,-0.11702957,96.9,60.3,28.2,29.2,89.31736755666667,2.0,0.71,17.96407186,19.74396,1248.0,57518.0,-0.613412023,84.5,-0.474514842,32.559,59.01416667,7.3,65.551864,53.729942,36609.65068,15.6,5.542,-0.309619904,59.3,34.9
Zimbabwe,ZWE,46.7,22.70279694,17505.68964,22333156586.0,62.81787414,-1.271190286,76.6,99.68460846,3.23280239,45.21300246,50.3,-1.319773555,3.048261602,90.0,90.0,85.0,26.5883,255.3049908,5.145035456,3635000.0,16.18166667,61.292,86.48960114,4.2,85.94098918,36.2,42.4,-59918.0,9.08337116,87.57015228,0.239,-0.943286121,93.3,69.8,32.1,38.9,90.23216248,17.6,0.71,31.85185185,19.74396,3120.0,8956.0,-1.486515284,84.5,-1.303515315,29.368,61.6525,14.1,57.729252,46.791842,28697.16047,31.6,7.373,-1.16366899,59.3,34.9
