Country Name,Country Code,Access to electricity (% of population),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Compensation of employees (current LCU),Control of Corruption: Estimate,"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Gini index,Government Effectiveness: Estimate,"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Losses due to theft and vandalism (% of annual sales for affected firms),Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)",Political Stability and Absence of Violence/Terrorism: Estimate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Equatorial Guinea,GNQ,67.0,60.06315789473685,204647000000.0,-1.601716042,97.84311046086955,7.511271051111111,38.39230769230769,-1.296387792,53.0,53.0,53.0,66.8193,4.786717047,812000.0,9.749999998,61.19,76.36500040666667,3.0,7.131081081081081,53.34269106,5.407692307692308,4000.0,23.068947368421053,,-0.074253544,98.98206329,31.0,111.5,-1.493266106,15.86,-1.406256437,19.219666666666665,39.01416667,61.340501,52.624037,3.856333333333333,-1.668113351,74.14558823529411,66.59512195121951
Eritrea,ERI,55.4,62.10210526315791,103318625565.0,-1.282102227,97.95095493782608,7.227166915555555,37.98461538461538,-1.730404496,95.0,95.0,93.0,26.5942,12.092490228499999,1572000.0,9.333333332,66.604,77.29750061,3.3000000000000003,7.116216216216216,104.18634858000001,5.315384615384615,-17152.0,24.51736842105263,,-0.970292985,98.75222778,28.37128713,119.0,-2.369392633,18.82,-1.771386266,14.977333333333332,64.283333335,71.278972,62.862083,4.713666666666667,-1.879930735,73.91764705882353,65.80975609756098
Estonia,EST,100.0,64.14105263157896,1990251130.0,1.54468286,98.0587994147826,6.94306278,37.57692307692307,1.343134046,85.0,85.0,82.0,91.5202,19.39826341,2332000.0,8.916666666,77.94390244,78.23000081333333,3.6,7.101351351351352,155.0300061,5.223076923076923,-1000.0,25.96578947368421,,0.723720729,98.52239227,25.74257426,40806.0,1.558964491,21.78,1.426389098,10.735,89.5525,91.345086,77.702688,5.571,1.197730541,73.68970588235294,65.02439024390245
Eswatini,SWZ,82.3,66.18,34194404764.5,-0.668882489,98.16664389173913,6.985756502,37.169230769230765,-0.68612045,97.0,97.0,83.0,58.2502,26.64407156,3092000.0,8.5,56.36,79.16250101666667,3.275,7.0864864864864865,122.1702298,5.13076923076923,-5733.0,27.41421052631579,,-0.24972333,80.33219528,13.51351351,1173.0,-0.718993604,24.740000000000002,-0.602303207,10.2016,51.66541667,51.209477,30.419901,5.8006,-1.227049828,73.46176470588235,64.2390243902439
Ethiopia,ETH,55.0,46.48,66398558399.0,-0.440878779,98.27448836869564,7.028450224,36.76153846153846,-0.745265186,65.0,65.0,56.0,19.3781,33.88987971,3852000.0,7.477296363,65.645,80.09500122,2.95,7.071621621621622,56.02453443,5.038461538461538,-11999.0,28.86263157894737,,-2.038067579,62.14199829,41.4893617,879598.0,-0.948417425,27.7,-0.623456955,9.668199999999999,61.09375,72.219637,59.716194,6.0302,-1.048582554,73.23382352941177,63.453658536585365
Faroe Islands,FRO,100.0,44.55571428571428,46746932509.0,-0.02615414599999999,98.38233284565217,7.071143946,36.35384615384615,-0.076741159,82.0,82.0,77.5,52.29899999999999,19.205036187,3302514.2857142854,6.454592726,83.3,81.02750142333333,2.625,7.056756756756757,80.24403392,4.946153846153846,0.0,30.31105263157895,,-0.636864036,86.936000845,30.54860242,439801.5,-0.5043173135000001,18.46666666666667,-0.1508874,9.134799999999998,62.130416665,91.203638,86.94478,6.2598,-0.5988771545,73.00588235294117,62.66829268292683
Fiji,FJI,92.0,42.63142857142857,27095306619.0,0.388570487,98.49017732260869,7.113837668,35.94615384615385,0.591782868,99.0,99.0,99.0,85.2199,4.520192664,2753028.5714285714,5.431889089,68.312,81.96000162666667,2.3,7.041891891891892,104.46353341,4.8538461538461535,-3557.0,31.759473684210526,,0.764339507,111.7300034,19.60784314,5.0,-0.060217202,9.233333333333334,0.321682155,8.6014,63.16708333,71.251837,62.153149,6.4894,-0.149171755,72.77794117647059,61.88292682926829
Finland,FIN,100.0,40.707142857142856,7443680729.0,2.246977806,98.59802179956522,7.15653139,35.53846153846154,1.755126834,91.0,97.0,94.0,92.9888,7.123507733,2203542.8571428573,6.802461740833333,81.18780488,82.89250183,4.2,7.027027027027027,128.6830329,4.7615384615384615,13999.0,33.20789473684211,,0.891491711,98.38307953,45.5,69553.0,1.77915287,0.0,1.958372474,8.068,93.63583333,93.502765,87.129487,6.719,1.601619482,72.55,61.09756097560975
France,FRA,100.0,38.78285714285714,146235000000.0,1.259529948,98.70586627652173,7.199225112,35.13076923076923,1.16580689,96.0,95.0,94.0,85.3333,5.222367484,1654057.1428571427,8.173034392666667,82.22926829,83.82500203333333,3.9,7.012162162162162,118.8472962,4.669230769230769,66601.0,34.65631578947368,,0.334524125,92.592559815,37.26169844,612934.0,1.188952327,0.2,1.182720423,11.559,90.78416667,92.776756,85.982675,7.308,1.105864763,72.3220588235294,60.31219512195122
French Polynesia,PYF,100.0,36.85857142857142,110248025000.0,0.10571527450000007,98.81371075347826,7.241918834,34.723076923076924,0.21984514600000005,78.0,77.5,73.0,79.51419999999999,4.7268077335,1104571.4285714282,9.5436070445,83.55,84.75750223666667,3.15,6.9972972972972975,106.9831755,4.576923076923077,-100.0,36.10473684210527,,0.202209629,86.8020401,26.32315691,306569.5,0.24334755549999998,10.65,0.1710704864999999,10.6068,66.80437500000001,94.995331,91.355456,6.4704,0.11343234750000009,72.09411764705882,59.52682926829269
Gabon,GAB,93.5,34.934285714285714,74261050000.0,-1.048099399,98.92155523043478,7.284612556,34.315384615384616,-0.726116598,60.0,60.0,52.0,73.6951,4.231247983,555085.7142857141,10.914179696333333,65.694,85.69000244,2.4,6.982432432432432,125.387067,4.484615384615385,1000.0,37.55315789473684,,0.069895133,81.011520385,15.38461538,205.0,-0.702257216,21.1,-0.84057945,9.6546,42.82458333,69.346487,57.506446,5.6328,-0.879000068,71.86617647058823,58.74146341463415
"Gambia, The",GMB,65.4,33.01,38274075000.0,-0.278427482,99.0293997073913,7.327306278,33.90769230769231,-0.674558699,79.0,79.0,74.0,54.1899,11.51311984,5600.0,12.284752348166666,62.906,58.66999817,2.3,6.967567567567568,140.736817,4.392307692307692,-3000.0,39.00157894736842,,0.04582857,75.22100067,8.620689655,3685.0,-0.714570105,73.6,-0.449605197,8.7024,64.43916667,63.08421,56.844206,4.7952,-0.041429807,71.63823529411765,57.95609756097561
Georgia,GEO,100.0,33.45111111111111,2287100000.0,0.620237648,99.13724418434782,7.37,33.5,0.6508255,85.0,85.0,90.0,78.7113,11.89816542,308000.0,13.655325,71.587,99.57498932,2.7,6.952702702702703,156.086567,4.3,-9999.0,40.45,,-0.4409495,111.2925491,19.04761905,27839.0,1.032308698,3.1,0.169973269,7.7501999999999995,90.66583333,85.344329,62.090077,3.9576000000000002,0.013737321,71.41029411764706,57.170731707317074
Germany,DEU,100.0,33.89222222222222,39190577515.0,1.818375826,99.24508866130435,12.65471077,33.611111111111114,1.289807439,91.0,87.0,97.0,91.6298,6.872574386,299750.0,12.452501,80.70560976,97.661865235,4.1,6.937837837837838,125.2251369,4.205555555555556,154592.0,40.062436378125,,0.614759147,101.649860365,34.91847826,2075445.0,1.522294998,0.0,1.533154368,6.798,90.9875,91.877336,85.352269,3.12,1.409542441,71.18235294117648,56.38536585365854
Ghana,GHA,85.1,34.33333333333333,39434129753.0,-0.0459955,99.35293313826087,12.382396718666666,33.72222222222222,-0.062545538,99.0,99.0,95.0,69.8405,31.2558951,291500.0,11.249677,63.945,95.74874115,2.5,6.922972972972973,119.6243981,4.111111111111111,-9999.0,39.674872756250004,,-0.065912969,92.00717163,14.54545455,8531.0,-0.178818703,25.6,-0.076319806,27.734,64.23958333,66.77967,57.89441,3.084,0.394973695,70.95441176470588,55.6
Gibraltar,GIB,100.0,34.77444444444444,29099682840.0,-0.004099447499999999,99.4607776152174,12.110082667333334,33.833333333333336,0.192426622,99.0,97.5,96.0,76.5056,20.4505774565,283250.0,10.046852999999999,82.83,93.83561706500001,3.1,6.908108108108108,112.4322338,4.016666666666667,-24.0,39.287309134375,,-0.000804953000000011,130.5785065,17.772727275,84646.0,0.14278014000000003,12.950000000000001,0.12463245199999999,19.543,76.4925,92.81939,89.057915,7.755000000000001,0.673997849,70.72647058823529,55.992592592592594
Greece,GRC,100.0,35.215555555555554,18765235927.0,0.037796605,99.56862209217391,11.837768616,33.94444444444444,0.447398782,99.0,96.0,97.0,83.1707,9.645259813,275000.0,8.844028999999999,80.63658537,91.92249298,3.7,6.893243243243243,109.0631741,3.922222222222222,5000.0,38.899745512500004,,0.064303063,121.86431582,21.0,160761.0,0.464378983,0.3,0.32558471,11.352,88.74541667,92.648841,84.229861,12.426,0.953022003,70.49852941176471,56.385185185185186
Greenland,GRL,100.0,35.656666666666666,22140707283.75,1.028838038,99.67646656913044,11.565454564666666,34.05555555555556,0.75687325,88.0,86.5,86.5,81.53309999999999,6.112899536,266750.0,7.641205,71.5404878,90.009368895,3.1,6.878378378378379,110.592893025,3.8277777777777775,-100.0,38.512181890625,,1.565969229,113.15012514,26.125,120746.0,1.203171611,9.625000000000002,1.690608263,15.902000000000001,64.94354167,81.644132,70.861128,10.08225,1.26603055,70.27058823529411,56.77777777777778
Grenada,GRD,94.2,36.09777777777778,25516178640.5,0.483669132,99.78431104608696,11.293140513333332,34.166666666666664,0.038479559,77.0,77.0,76.0,79.8955,2.580539259,258500.0,6.438381,75.335,88.09624481,2.5,6.863513513513514,112.12261194999999,3.7333333333333334,-200.0,38.124618268750005,,1.043798447,104.43593446,31.25,80731.0,0.393730491,18.950000000000003,0.554005027,20.451999999999998,41.14166667,84.208634,73.974195,7.7385,0.703290701,70.04264705882352,57.17037037037037
Guam,GUM,100.0,36.538888888888884,28891649997.25,1.27020359,99.89215552304348,11.020826462,34.27777777777778,0.667918146,78.0,78.0,79.5,67.1499,4.732833746,250250.0,9.180857164999999,78.33,86.18312072500001,2.55,6.848648648648648,113.652330875,3.638888888888889,-500.0,37.737054646875,,0.808528244,95.72174378,25.3125,40716.0,0.545899749,28.275000000000002,1.221117854,25.002,56.56625,86.554936,75.261552,5.39475,1.102079868,69.81470588235294,57.56296296296296
Guatemala,GTM,99.1,36.98,32267121354.0,-1.209751368,100.0,10.748512410666667,34.388888888888886,-0.906891823,79.0,79.0,83.0,54.4043,6.885128233,242000.0,11.92333333,68.674,84.26999664,2.6,6.833783783783784,115.1820498,3.5444444444444443,-9128.0,37.349491025000006,,-0.304971337,87.0075531,19.375,701.0,-0.291810006,37.6,-1.127138257,29.552,71.99083333,72.591535,60.230191,3.051,-0.523062348,69.58676470588235,57.955555555555556
Guinea,GIN,47.7,37.839677419354835,787596104017.7142,-1.005414963,99.08342465454545,10.476198359333333,34.5,-0.941579163,47.0,47.0,47.0,33.923,10.493041,224250.0,10.754444442333334,58.985,69.08499908499999,2.5,6.818918918918919,120.55725344999999,3.45,-4000.0,36.961927403125,,-0.864391387,89.16040929166667,29.62962963,2199.0,-1.050104618,59.45,-1.102358937,21.695,57.9025,57.901046,52.708505,2.8585000000000003,-1.074987411,69.35882352941177,58.34814814814815
Guinea-Bissau,GNB,37.4,38.699354838709674,1542925086681.4285,-1.18539381,98.1668493090909,10.203884308,34.611111111111114,-1.486157537,74.0,74.0,75.0,31.567,9.393838775,206500.0,9.585555554666666,59.861,53.90000153,2.6,6.804054054054054,125.9324571,3.3555555555555556,-1400.0,36.57436378125,,-0.394830406,91.31326548333332,13.7254902,24.0,-1.321488976,81.3,-1.45421803,13.838,39.98916667,58.163591,48.057062,2.666,-0.394754052,69.13088235294117,58.74074074074074
Guyana,GUY,93.0,39.55903225806451,2298254069345.1426,-0.295775652,97.25027396363636,9.931570256666667,34.72222222222222,-0.265898407,98.0,98.0,95.0,85.3163,6.115055501,188750.0,8.416666667,65.989,90.02999878,2.4,6.789189189189189,109.31517943333333,3.261111111111111,-3900.0,36.186800159375004,,0.027062163,93.466121675,35.38461538,12.0,-0.527693391,65.05,-0.313648909,19.636,56.45083333,68.594589,52.913606,4.702,0.191786617,68.90294117647059,59.13333333333333
Haiti,HTI,49.3,40.41870967741935,3053583052008.857,-1.459037662,96.33369861818181,9.659256205333334,34.833333333333336,-2.226965666,51.0,51.0,65.0,72.5149,33.98393195,171000.0,11.095,63.728,87.74546178166666,2.1,6.774324324324325,92.69790176666666,3.166666666666667,-32248.0,35.7992365375,,-1.406295657,95.61897786666667,31.36418269,88.5,-1.314384341,48.8,-1.377360702,25.433999999999997,39.58541667,68.423494,55.531689,6.7379999999999995,-1.191992998,68.675,59.525925925925925
Honduras,HND,94.4,41.27838709677419,3808912034672.5713,-1.002071381,95.41712327272728,9.386942154,34.94444444444444,-0.866467357,78.0,78.0,77.0,59.7135,9.089639115,247000.0,14.60703548,70.728,85.46092478333334,2.9,6.7594594594594595,76.0806241,3.072222222222222,-5374.0,35.411672915625005,,-0.552035332,97.77183405833333,27.34375,165.0,-0.485292733,44.5,-1.01709938,31.232,60.95083333,78.305907,68.595053,8.774,-0.49180308,68.4470588235294,59.91851851851852
"Hong Kong SAR, China",HKG,100.0,42.13806451612903,4564241017336.285,1.610646129,94.50054792727273,9.114628102666668,35.05555555555556,1.590222836,88.5,81.75,88.0,95.6136,1.881367072,322000.0,5.104166667,83.66097561,83.176387785,4.0,6.744594594594595,291.9103362,2.977777777777778,19999.0,35.02410929375,,0.61155504,99.92469025,20.70705088,285.0,1.589801431,22.45,1.279203296,6.701,74.43145833,94.994296,90.222998,4.318,-0.406677544,68.21911764705882,60.31111111111112
Hungary,HUN,100.0,42.99774193548387,5319570000000.0,-0.103074186,93.58397258181819,8.842314051333334,35.166666666666664,0.534344554,99.0,85.5,99.0,89.1428,14.60814395,397000.0,10.65543145,76.01707317,80.89185078666667,3.2,6.72972972972973,104.0561504,2.8833333333333333,616038.0,34.636545671875,,0.635951281,100.6900177125,14.07035176,35370.0,0.406537682,0.4,0.423674017,9.897,87.91208333,85.416909,71.607961,3.609,0.422079831,67.99117647058823,60.70370370370371
Iceland,ISL,100.0,43.85741935483871,279760000000.0,1.567528129,92.66739723636364,8.57,35.27777777777778,1.563275337,92.0,89.25,91.0,99.8565,8.308755116,472000.0,7.597300754,82.17073171,78.60731378833334,3.6,6.714864864864865,122.5171495,2.7888888888888888,380.0,34.24898205,,1.262935281,101.45534517499999,47.61904762,5240.0,1.307296515,0.0,1.703025818,6.08,86.88291667,93.877464,90.473112,3.789,1.422389746,67.76323529411765,61.0962962962963
India,IND,99.2,44.71709677419355,200092380000000.0,-0.321810871,91.7508218909091,8.070121914,35.388888888888886,0.370331407,93.0,93.0,95.0,83.17054999999999,6.699034141,547000.0,8.567142857,67.744,76.32277679,3.4,6.7,80.64857717,2.6944444444444446,-487303.0,33.861418428125006,,-0.568608165,102.2206726375,14.94464945,242835.0,-0.050446417,40.2,0.114700042,25.763,74.19625,71.128889,63.168279,4.822,0.050905809,67.53529411764706,61.488888888888894
Indonesia,IDN,100.0,45.57677419354839,399905000000000.0,-0.434910655,90.83424654545455,7.570243828000001,35.5,0.436999291,85.0,86.0,84.0,66.4846,4.209463834,69000.0,8.52,68.25,82.64138793500001,3.0,10.033333333333333,114.9005566,2.6,-49997.0,33.47385480625,,-0.439423859,102.9860001,21.91304348,9785.0,0.205959961,23.2,-0.188954651,22.336,78.9575,73.500657,63.65722,3.462,0.141518742,67.30735294117648,61.88148148148149
"Iran, Islamic Rep.",IRN,100.0,46.43645161290323,266612172465666.7,-1.126372814,89.9176712,7.070365742,34.8,-0.882116675,99.0,99.0,99.0,81.717,43.48846417,619000.0,7.4076352908,74.556,88.95999908,2.3,13.366666666666667,164.5020873,0.5,-39998.0,33.086291184375,,-1.586439133,103.00340046,5.594405594,3425091.0,-1.592711329,29.8,-1.017072082,26.94,58.71875,86.939367,77.835633,9.085,-1.45943284,67.07941176470588,62.27407407407408
Iraq,IRQ,100.0,47.296129032258065,133319344931333.34,-1.212934136,91.48776626333333,6.570487656,34.275,-1.301915407,93.0,93.0,88.0,78.7156,4.994765964,1169000.0,6.2952705816,71.336,88.351998897,2.4,16.7,98.18424176,0.4875,-6000.0,32.698727562500004,,-2.473924637,103.02080082,28.87537994,273716.0,-1.180485129,14.9,-1.750573039,16.735,56.32875,80.163813,71.380195,6.793000000000001,-0.948201418,66.85147058823529,62.66666666666667
Ireland,IRL,100.0,48.155806451612904,26517397000.0,1.674448371,93.05786132666667,6.07060957,33.75,1.549138188,93.0,93.0,90.0,95.5905,7.829457364,1022890.0,5.182905872399999,83.05609756,87.743998714,3.6,16.5,113.2768198,0.475,9999.0,32.311163940625,,0.881889522,103.03820118,23.125,81256.0,1.639560819,0.0,1.527414441,6.53,91.28666667,93.546907,90.067979,4.501,1.449507833,66.62352941176471,63.059259259259264
Isle of Man,IMN,100.0,49.01548387096774,78601198500.0,1.2277436855000001,94.62795639000001,7.047073046666667,33.224999999999994,1.392851293,95.5,94.5,94.5,93.72065,6.1115270115,876780.0,4.0705411632,80.762,87.135998531,3.6,16.3,132.7495331,0.4625,340.0,31.92360031875,,-0.20171323399999985,103.05560154,23.229166665,41231.5,1.4229242205000001,0.6,1.236331582,10.991499999999998,87.27125000000001,91.055925,86.542452,4.098,1.061921686,66.39558823529411,63.451851851851856
Israel,ISR,100.0,49.87516129032258,130685000000.0,0.781039,96.19805145333333,8.023536523333334,32.699999999999996,1.236564398,98.0,96.0,99.0,91.8508,4.393596659,730670.0,2.958176454,82.7,86.527998348,3.6,16.099999999999998,152.2222464,0.45,9999.0,31.536036696875,,-1.28531599,103.07300190000001,23.33333333,1207.0,1.206287622,1.2,0.945248723,15.453,83.25583333,93.803963,88.535714,3.695,0.674335539,66.16764705882352,63.84444444444445
Italy,ITA,100.0,50.73483870967742,108229000000.0,0.527781725,97.76814651666666,9.0,32.175,0.449057072,95.0,95.0,94.0,85.0607,8.201289912,584560.0,2.264455,82.9,85.91999816500001,3.7,15.899999999999999,132.971226,0.4375,58496.0,31.148473075000002,,0.413505375,103.09040226,32.25,296181.0,0.510931492,0.2,0.297009468,15.858,91.89416667,94.559543,90.780529,8.069,1.070305943,65.93970588235294,64.23703703703704
Jamaica,JAM,100.0,51.59451612903226,2929064500000.0,-0.023381542,99.33824158,9.09005999625,31.65,0.604482174,98.0,98.0,91.0,85.1185,10.34956884,438450.0,11.405,70.629,85.31199798200001,2.5,15.7,106.2021796,0.425,-10999.0,30.760909453125002,,0.379746348,103.10780262,28.57142857,31.0,0.190213531,6.1,-0.071926758,21.79,61.63916667,77.600209,67.953693,4.083,0.588516116,65.71176470588235,64.62962962962963
Japan,JPN,100.0,52.454193548387096,5749900000000.0,1.539971828,99.36275115111111,9.1801199925,31.124999999999996,1.619746804,99.0,96.0,98.0,84.9234,2.497702782,292340.0,9.3866666665,83.99634146,84.703997799,3.9,15.5,167.5231573,0.4125,99994.0,30.373345831250003,,1.073910952,103.12520298,9.913793103,15451.0,1.438772559,0.1,1.558240294,26.6425,89.87291667,94.832667,89.99677,2.6,1.017067313,65.48382352941177,65.02222222222223
Jordan,JOR,100.0,53.313870967741934,4512400000.0,0.073047176,99.38726072222222,9.27017998875,30.599999999999998,0.194713801,77.0,77.0,76.0,90.5,4.229155689,146230.0,7.368333333,74.215,84.095997616,3.3,15.299999999999999,67.56799743,0.4,-141192.0,29.985782209375003,,-0.296307683,103.14260334000001,12.30769231,3062851.0,0.156793341,0.4,0.217172459,31.495,78.165,85.906457,77.973239,18.2,-0.794852614,65.25588235294117,65.41481481481482
Kazakhstan,KAZ,100.0,54.17354838709677,3043090250.8999996,-0.185301155,99.41177029333333,9.360239985,30.074999999999996,0.143430486,99.0,99.0,99.0,92.2969,15.02786444,120.0,9.8520871165,74.44,83.487997433,2.7,15.1,130.4206754,0.3875,0.0,29.5982185875,,-0.356833428,103.1600037,27.35849057,308.0,-0.011234054,0.7,-0.474393338,31.729333333333336,78.19083333,78.791196,60.094099,4.86,-1.066738844,65.02794117647059,65.80740740740741
Kenya,KEN,76.0,55.03322580645161,1573780501.7999997,-0.759701312,99.43627986444444,9.45029998125,29.549999999999997,-0.300569445,90.0,90.0,90.0,40.8137,7.659862683,30000.0,12.3358409,62.055,82.87999725,2.975,14.899999999999999,121.6735548,0.375,-10000.0,29.210654965625004,,-0.94308722,101.383686095,23.42857143,504473.0,-0.38082996,17.349999999999998,-0.321951181,31.96366666666667,66.31333333,58.286694,45.994789,4.35925,-0.208831713,64.8,66.2
Kiribati,KIR,94.4,55.89290322580645,104470752.7,0.236564711,99.46078943555555,9.5403599775,29.025,0.167575598,91.0,91.0,85.0,54.4214,6.803079672333333,26500.0,9.654727266666667,67.661,83.54285430571429,3.25,14.7,48.82650573,0.3625,-400.0,28.82309134375,,1.11602664,99.60736849,6.666666667,337590.3333333334,-0.261825949,34.0,0.622419,32.198,43.77083333,73.439019,65.748179,3.8585000000000003,1.093916893,64.74054054054054,65.70270270270271
"Korea, Dem. People's Rep.",PRK,54.7,56.75258064516129,28822852235376.348,-1.60609889,99.48529900666666,9.63041997375,28.5,-1.462985516,0.0,0.0,0.0,75.795,5.946296661666667,23000.0,6.973613633333334,73.578,84.20571136142857,3.525,14.5,98.707283015,0.35,-2000.0,28.435527721875,,-0.412224323,97.831050885,17.61280932,170707.6666666667,-2.3930161,17.05,-1.661086679,32.43233333333333,65.806666665,83.597054,74.122219,3.3577500000000002,-2.021923304,64.68108108108108,65.20540540540541
"Korea, Rep.",KOR,100.0,57.612258064516126,57645600000000.0,0.748461604,99.50980857777778,9.72047997,27.974999999999998,1.349573493,98.0,97.0,97.0,97.1686,5.089513651,19500.0,4.2925,82.6804878,84.86856841714285,3.8,14.299999999999999,148.5880603,0.3375,29998.0,28.0479641,,0.56241101,96.05473328,18.6440678,3825.0,1.145222545,0.1,1.159703135,32.66666666666667,87.8425,96.040992,89.913902,2.857,0.872202396,64.62162162162161,64.7081081081081
Kosovo,XKX,100.0,58.471935483870965,38462097543333.33,-0.263794988,99.53431814888889,9.51498179090909,27.45,-0.194389582,97.0,96.5,98.0,98.5061,11.58051045,16000.0,4.1026375,79.524,85.53142547285715,3.5,14.1,164.79155724999998,0.32499999999999996,-5000.0,26.447300425,,-0.252448589,95.50048828333333,12.4470339,2254.5,-0.389362216,6.574999999999999,-0.366031259,32.901,78.51645833500001,91.038439,84.555182,12.093,-0.057891659,64.56216216216215,64.21081081081081
Kuwait,KWT,100.0,59.3316129032258,19278595086666.664,0.1270307,99.55882772,9.309483611818182,26.924999999999997,0.112373598,96.0,96.0,99.0,99.8436,3.98064962,10000.0,3.912775,80.264,86.19428252857143,3.2,13.899999999999999,180.9950542,0.3125,11999.0,24.846636750000002,,0.281217426,94.94624328666667,6.25,684.0,0.210080639,13.049999999999999,0.280016601,29.437,69.19041667,93.969016,89.433041,8.465,-0.685681581,64.5027027027027,63.71351351351352
Kyrgyz Republic,KGZ,99.7,60.19129032258064,95092630000.0,-1.230028629,99.5833372911111,9.103985432727272,26.4,-0.889000654,90.0,90.0,94.0,79.7703,13.92290932,4000.0,18.66496462,72.04878049,86.85713958428572,2.3,13.7,159.6952921,0.3,-9999.0,23.245973075000002,,-0.546579063,94.39199829,20.45454545,274.0,-0.632588208,19.525,-1.147808433,25.973000000000003,81.45583333,82.792184,61.427134,4.837,-0.723176777,64.44324324324324,63.21621621621622
Lao PDR,LAO,100.0,61.05096774193549,12142900000000.0,-0.965779126,99.60784686222222,8.898487253636363,27.255,-0.595122039,80.0,80.0,76.0,66.1548,22.95622251,25833.333333333332,16.244817214999998,68.999,87.51999664,2.4,13.5,138.39553,0.37,-9999.0,21.645309400000002,,0.80272752,89.0530014,21.95121951,19664.5,-0.987142563,26.0,-0.805023313,22.509,60.39541667,76.490355,67.723665,1.209,-1.656626701,64.38378378378378,62.718918918918924
Latvia,LVA,100.0,61.910645161290326,3138175082.0,0.693852961,99.63235643333333,8.692989074545455,28.11,0.691895127,95.0,95.0,96.0,91.0301,17.31028302,47666.666666666664,13.82466981,74.5804878,85.68333180666667,3.5,13.299999999999999,117.0957679,0.43999999999999995,-8466.0,20.044645725000002,,0.480724365,98.44830322,30.0,39055.0,1.170886755,11.8,0.921995938,7.767,88.80625,87.74441,70.696271,6.815,0.933728397,64.32432432432432,62.22162162162162
Lebanon,LBN,100.0,62.770322580645164,5029674067.0,-1.126894951,99.65686600444444,8.487490895454545,28.965,-1.458655715,67.0,67.0,67.0,90.0522,171.2054913,69500.0,11.404522405,74.416,83.84666697333333,3.1333333333333333,13.1,92.306805915,0.51,-160237.0,18.443982050000002,,-1.473512411,86.52070999,6.25,1306143.0,-1.132511377,34.099999999999994,-1.10264194,8.081333333333333,58.48833333,85.227192,77.598732,6.671833333333334,-0.630593657,64.26486486486486,61.72432432432433
Lesotho,LSO,50.0,63.63,6921173052.0,-0.357248217,99.68137557555556,8.281992716363636,29.82,-0.890573919,87.0,87.0,81.0,47.0368,8.271803899,91333.33333333333,8.984375,53.036,82.01000214,2.7666666666666666,12.899999999999999,67.51784393,0.58,-4000.0,16.843318375000003,69.90785217,-0.134738371,74.59311676,26.44628099,251.0,-0.615311503,56.4,-0.48737219,8.395666666666667,57.4625,42.174781,30.385943,6.528666666666667,0.051385432,64.2054054054054,61.22702702702703
Liberia,LBR,31.8,58.29714285714286,6037017179.0,-0.926501334,99.70588514666667,8.076494537272726,30.674999999999997,-1.438253641,78.0,78.0,79.0,30.1275,6.3910526955,113166.66666666666,8.377495541833333,61.1,81.36285945714286,2.4,12.7,136.07323651500002,0.6499999999999999,-5000.0,15.242654700000001,70.15491367935897,-0.29159987,77.36208089166666,10.95890411,620.0,-0.980886161,43.0,-0.915244639,8.71,64.89458333,59.206489,53.817804,6.3855,-0.018905915,64.14594594594594,60.72972972972973
Libya,LBY,70.0,52.964285714285715,5152861306.0,-1.52597928,99.73039471777778,7.870996358181818,31.53,-1.754914165,73.0,73.0,73.0,88.4281,4.510301492,135000.0,7.770616083666667,72.151,80.71571677428571,1.9,12.5,204.6286291,0.72,-2000.0,13.641991025000001,70.40197518871794,-2.197963476,80.13104502333333,16.47058824,2208.0,-2.089348078,29.599999999999998,-1.802445412,9.024333333333335,24.36625,80.465739,70.691095,6.242333333333334,-1.387824893,64.08648648648648,60.23243243243243
Liechtenstein,LIE,100.0,47.63142857142857,4268705433.0,1.714327097,99.7549042888889,7.665498179090909,32.385,1.487835884,81.5,81.5,80.0,96.8046,12.107673821,108560.0,7.1637366255,84.3195122,80.06857409142857,2.65,12.3,126.2796552,0.7899999999999999,150.0,12.04132735,70.64903669807693,1.644336104,82.90000915499999,28.0,524.0,1.629348516,16.199999999999996,1.720416307,9.338666666666667,56.245000000000005,95.098314,93.001528,6.099166666666667,1.371997356,64.02702702702703,59.73513513513514
